MolecularWeight,LogP,TPSA,HBondDonors,HBondAcceptors,RotatableBonds,NumAtoms,NumRings
263.167399672,4.301900000000003,12.03,1,1,4,20,3
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
